Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
c25f3f19,Tesla Model 3,NMC,75.0,7.0,59.0,26.4,0.43,0.64,Aggressive,0.036,95.4,Healthy
afed657f,Ford Mustang Mach-E,,88.0,99.0,892.0,46.47,0.924,2.82,Aggressive,0.058,40.96,Unhealthy
5c98acf6,Tesla Model 3,NMC,75.0,73.0,1704.0,49.28,0.714,3.13,Aggressive,0.107,42.37,Unhealthy
fbe7d99d,Wuling Air EV,LFP,26.0,107.0,1476.0,47.61,0.848,,Aggressive,0.081,35.18,Unhealthy
7945e178,Wuling Air EV,LFP,26.0,116.0,,,0.944,2.41,Aggressive,0.078,41.87,Unhealthy
 7d647031 ,Wuling Air EV,LFP,26.0,62.0,,,0.892,2.21,Aggressive,0.065,45.13,Unhealthy
16de19af,Ford Mustang Mach-E,NMC,88.0,68.0,407.0,25.7,0.42,,Moderate,0.01,89.26,Healthy
ca1e9638,Ford Mustang Mach-E,NMC,88.0,116.0,1726.0,37.99,0.771,2.51,Moderate,0.118,69.79,unhealthy
6fe0b229,Hyundai Ioniq 5,NMC,72.6,27.0,,,0.77,1.68,Moderate,0.032,81.9,Healthy
1b658e8a,BYD Atto 3,LFP,60.0,46.0,596.0,,0.31,1.03,Moderate,0.031,92.49,
6ccc8a02,Tesla Model 3,NMC,75.0,78.0,523.0,27.3,0.92,1.7,Aggressive,0.029,89.34,healthy
d468e387,Hyundai Ioniq 5,NMC,72.6,90.0,675.0,32.9,,1.78,Moderate,0.038,85.37,Healthy
c3d66c7b,Hyundai Ioniq 5,NMC,72.6,52.0,578.0,29.4,0.61,1.72,,0.029,87.61,Healthy
edacad77,,NMC,75.0,63.0,,,0.787,2.85,Aggressive,0.078,45.28,Unhealthy
0c42fb3f, Wuling Air EV ,LFP,26.0,75.0,567.0,14.5,0.38,0.53,Aggressive,0.04,85.37,Healthy
9b77e093,Hyundai Ioniq 5,NMC,72.6,50.0,604.0,30.9,,2.06,Moderate,0.018,84.73,Healthy
6817ba69,Tesla Model 3,NMC,75.0,47.0,,11.2,0.04,0.55,Conservative,0.038,82.94,
5094bea7,Hyundai Ioniq 5,NMC,72.6,70.0,1031.0,19.4,0.79,0.73,Conservative,0.016,86.53,Healthy
e7dc7e82,Hyundai Ioniq 5,NMC,72.6,56.0,385.0,43.4,0.3,2.23,Moderate,0.038,84.52,Healthy
935fa11e,Hyundai Ioniq 5,NMC,72.6,115.0,1760.0,42.57,0.922,2.46,Moderate,0.083,51.92,Unhealthy
6cb3bc30,Tesla Model 3,NMC,75.0,91.0,731.0,32.2,0.87,,Moderate,0.043,92.3,Healthy
,Wuling Air EV,LFP,26.0,103.0,1987.0,,0.774,2.44,Moderate,,52.29,Unhealthy
7c8816a5,Tesla Model 3,NMC,75.0,85.0,1471.0,36.22,0.95,2.7,Aggressive,0.099,39.9,Unhealthy
40393fea,,NMC,75.0,14.0,178.0,30.5,0.07,1.68,Aggressive,0.022,92.31,
35c9c7d7,Wuling Air EV,LFP,26.0,5.0,27.0,30.2,0.97,1.62,Conservative,0.029,89.03,Healthy
,Tesla Model 3,NMC,75.0,66.0,1592.0,46.38,,3.14,,0.099,61.42,Unhealthy
604ef3ee,Wuling Air EV,LFP,26.0,101.0,,41.36,0.774,3.13,Aggressive,0.11,41.2,Unhealthy
23466467,Ford Mustang Mach-E,NMC,88.0,22.0,234.0,42.0,0.72,0.64,Moderate,0.033,94.0,
ac8fbf69,Ford Mustang Mach-E,NMC,88.0,104.0,1617.0,42.93,0.868,2.13,Aggressive,0.109,40.86,
64a50d68,Tesla Model 3,NMC,75.0,37.0,,16.8,0.09,0.76,Moderate,0.013,95.14,Healthy
e48d593c,BYD Atto 3,LFP,60.0,35.0,510.0,30.2,,1.74,Moderate,,90.44,
0edb3bbe,BYD Atto 3,LFP,60.0,100.0,1647.0,38.17,,2.9,Aggressive,,47.33,
2747b97e,Tesla Model 3,NMC,75.0,25.0,228.0,25.6,0.08,1.28,Moderate,0.023,91.14,Healthy
792d07b7,Tesla Model 3, NMC ,75.0,91.0,826.0,49.89,0.925,2.77,Moderate,0.104,62.31,Unhealthy
448fd022,BYD Atto 3,LFP,60.0,25.0,193.0,34.8,0.09,1.58,Aggressive,0.041,85.09,Healthy
6044b86e,Tesla Model 3,NMC,75.0,70.0,336.0,,0.23,1.62,Moderate,0.041,96.11,Healthy
,Byd Atto 3,LFP,60.0,22.0,124.0,35.3,0.55,1.87,Aggressive,0.035,80.44,Healthy
02030aab,Wuling Air EV,LFP,26.0,87.0,1591.0,37.04,0.933,2.19,Aggressive,0.074,68.25,Unhealthy
b835d4a4,BYD ATTO 3,LFP,60.0,47.0,432.0,25.7,,1.69,Moderate,0.033,86.27,Healthy
99c89c46,Ford Mustang Mach-E,NMC,88.0,118.0,1295.0,47.41,0.936,2.13,Moderate,0.09,54.51,Unhealthy
118db98e,Ford Mustang Mach-E,,88.0,45.0,599.0,24.2,0.23,1.05,Moderate,0.036,92.99,Healthy
b9235894,Tesla Model 3,,75.0,108.0,1943.0,40.62,0.956,2.5,Moderate,0.099,53.24,Unhealthy
d5a45dfe,Tesla Model 3,NMC,75.0,27.0,199.0,21.9,0.26,1.86,,0.023,81.44,
b70374b4,Wuling Air EV,LFP,26.0,10.0,92.0,26.1,0.28,0.76,Moderate,0.024,83.3,Healthy
775a79f9,Tesla Model 3,NMC,75.0,9.0,64.0,29.0,0.44,2.25,Moderate,0.029,90.61,Healthy
c0029364,,LFP,60.0,70.0,288.0,24.9,0.98,0.9,Conservative,0.043,90.08,
5697ce92,Hyundai Ioniq 5,NMC,72.6,13.0,88.0,18.7,0.98,2.18,,0.035,93.3,
f4f6a27a,Hyundai Ioniq 5,NMC,72.6,,854.0,29.8,0.22,1.22,Conservative,0.029,94.63,Healthy
,Ford Mustang Mach-E,,88.0,90.0,1205.0,46.33,0.906,2.65,Aggressive,0.099,44.84,Unhealthy
C9749052,Tesla Model 3,,75.0,81.0,904.0,24.1,0.87,,Conservative,0.037,82.31,Healthy
1788498f,Hyundai Ioniq 5, NMC ,72.6,72.0,790.0,,0.34,1.31,Conservative,0.023,80.33,Healthy
352fe9b8,Tesla Model 3,NMC,75.0,82.0,912.0,19.1,,0.54,Moderate,0.036,92.41,
76de0203,Wuling Air EV,LFP,26.0,88.0,402.0,28.9,0.6,1.44,Moderate,0.024,85.43,Healthy
196a6644,Wuling Air EV,LFP,26.0,,276.0,27.0,0.92,2.22,Moderate,,,Healthy
fa05929e,Tesla Model 3,NMC,75.0,34.0,180.0,17.3,0.42,1.79,Conservative,0.031,82.71,Healthy
,Hyundai Ioniq 5,NMC,72.6,28.0,253.0,,0.68,0.74,Moderate,0.034,88.44,Healthy
93855ef5,Ford Mustang Mach-E,NMC,88.0,61.0,479.0,24.1,0.39,,Aggressive,0.026,89.08,Healthy
52801fc2,,LFP,60.0,26.0,304.0,26.8,0.3,1.12,Moderate,0.03,90.53,Healthy
83387b87,Wuling Air EV,LFP,26.0,,320.0,30.1,0.44,1.37,Moderate,0.034,89.24,Healthy
,,NMC,75.0,51.0,414.0,23.2,0.37,0.93,Aggressive,0.037,88.92,Healthy
184b3d7a,Ford Mustang Mach-E,NMC,,98.0,1246.0,39.49,0.922,2.96,,0.09,52.58,Unhealthy
635e7677,Hyundai Ioniq 5,NMC,72.6,41.0,,,0.24,2.27,Moderate,0.041,85.99,Healthy
e5d2d5bd,Hyundai Ioniq 5,NMC,72.6,98.0,1111.0,35.58,0.985,2.95,Aggressive,0.097,47.72,Unhealthy
79c2c70a,Tesla Model 3,NMC,75.0,59.0,350.0,33.9,0.72,0.95,Conservative,0.022,81.28,Healthy
400dc8b1,Hyundai Ioniq 5,,72.6,,1125.0,,0.773,2.04,Moderate,,61.71,Unhealthy
52050baa,Hyundai Ioniq 5,NMC,72.6,95.0,1068.0,42.39,0.778,3.17,Moderate,0.086,54.86,Unhealthy
fa65dd59,Tesla Model 3,NMC,75.0,82.0,1494.0,,0.764,3.24,Aggressive,0.104,53.33,Unhealthy
,Tesla Model 3,NMC,75.0,50.0,688.0,17.6,,1.99,Conservative,0.043,81.61,Healthy
9fe85539,,LFP,26.0,,63.0,24.4,0.69,0.74,Aggressive,,87.81,Healthy
ee12fa48,Tesla Model 3, NMC ,75.0,112.0,1364.0,,0.788,,Aggressive,0.08,65.23, Unhealthy 
56dbe1eb,,NMC,88.0,108.0,1526.0,39.87,0.997,3.21,Aggressive,0.091,56.64,Unhealthy
b7aa3414,,NMC,75.0,87.0,,22.5,0.17,2.36,Conservative,0.038,86.4,Healthy
23c15f83,Wuling Air EV,LFP,26.0,36.0,326.0,19.4,0.52,1.94,,0.034,89.29,Healthy
6483f3a7,Tesla Model 3,NMC,75.0,71.0,,22.3,0.8,1.3,Aggressive,0.017,85.49,Healthy
c323dc82,BYD Atto 3,LFP,60.0,65.0,1163.0,45.6,0.99,2.85,Aggressive,0.059,,Unhealthy
,Ford Mustang Mach-E,NMC,88.0,89.0,363.0,25.1,0.56,0.64,,0.013,92.38,Healthy
5af3dd1f,Tesla Model 3,NMC,75.0,92.0,411.0,,0.31,,Moderate,0.035,95.55,Healthy
ab3629d5,Tesla Model 3,NMC,75.0,82.0,1505.0,42.12,0.965,3.37,Moderate,0.116,61.56,Unhealthy
1f1fb795,Wuling Air EV,LFP,26.0,78.0,1990.0,35.85,,2.62,Aggressive,0.075,49.95,Unhealthy
0c090ba3,,LFP,60.0,29.0,128.0,44.0,0.45,0.9,Aggressive,0.028,85.38,Healthy
02b6d862,Hyundai Ioniq 5,NMC,72.6,68.0,1009.0,19.6,0.48,1.89,Aggressive,0.035,83.47,Healthy
7bbcce60,Tesla Model 3,NMC,75.0,,790.0,27.5,0.4,0.66,Aggressive,0.027,,Healthy
, Tesla Model 3 ,NMC,75.0,68.0,1425.0,,0.703,2.19,Moderate,0.083,69.57,Unhealthy
42733fdd,BYD Atto 3,LFP,,4.0,26.0,17.2,0.24,0.58,Moderate,0.021,91.09,Healthy
f11fad8b,Hyundai Ioniq 5,NMC,72.6,1.0,10.0,8.0,0.0,,Aggressive,0.02,87.99,Healthy
a78bdb6c,BYD Atto 3,LFP,60.0,91.0,1270.0,44.49,,2.37,Aggressive,0.053,47.54,Unhealthy
be6c6bb5,Wuling Air EV,LFP,26.0,64.0,325.0,33.9,0.91,0.86,Conservative,,83.38,Healthy
7eabe841,Ford Mustang Mach-E,NMC,88.0,32.0,449.0,24.9,0.08,2.5,Moderate,0.02,91.76,Healthy
56c75ba0,Wuling Air EV,LFP,26.0,57.0,254.0,22.2,0.7,2.06,Conservative,0.035,82.67,Healthy
0e4475fd,Ford Mustang Mach-E,NMC,88.0,88.0,1735.0,46.5,0.702,2.58,Aggressive,0.056,65.58,Unhealthy
686ddef1,Ford Mustang Mach-E,NMC,88.0,94.0,953.0,50.0,0.785,2.33,Aggressive,0.053,50.4,Unhealthy
 8ddae55a ,Ford Mustang Mach-E,NMC,88.0,66.0,313.0,22.2,0.88,0.88,Conservative,0.023,89.98,Healthy
c2a658e7,Wuling Air EV,,26.0,64.0,1213.0,39.66,0.911,2.46,Moderate,0.11,60.87,Unhealthy
b53b6ddb,Tesla Model 3,NMC,75.0,81.0,851.0,37.43,0.856,3.41,Aggressive,0.067,39.62,Unhealthy
e7284427,BYD Atto 3,LFP,60.0,75.0,1009.0,,0.59,,Moderate,0.037,89.49,Healthy
7942a75a,Hyundai Ioniq 5,NMC,72.6,117.0,1358.0,40.72,0.79,2.46,,0.118,44.81,Unhealthy
1237bb76,Hyundai Ioniq 5,,72.6,41.0,281.0,27.2,0.9,0.61,Aggressive,0.015,93.22,Healthy
,Wuling Air EV,LFP,26.0,115.0,1606.0,43.35,0.869,2.23,Moderate,0.09,67.9,Unhealthy
7e55af2f,Ford Mustang Mach-E,NMC,88.0,97.0,1264.0,47.4,0.884,2.41,,0.079,62.71,Unhealthy
,BYD Atto 3,LFP,60.0,,,24.3,0.09,1.03,Moderate,0.017,80.99,Healthy
97bb2116,Wuling Air EV,LFP,26.0,91.0,1208.0,43.27,0.929,3.3,Moderate,0.06,60.44,Unhealthy
133b295e,BYD Atto 3,LFP,60.0,96.0,1436.0,32.2,0.4,0.8,Moderate,0.034,95.98,Healthy
8ada448f,,LFP,60.0,108.0,1188.0,42.69,0.845,2.94,Moderate,0.054,57.73,Unhealthy
53626e0e,BYD Atto 3,LFP,60.0,2.0,19.0,24.1,0.89,2.37,Aggressive,0.03,92.65,Healthy
9fd24d03,Hyundai Ioniq 5,NMC,72.6,98.0,1468.0,36.3,0.98,,Moderate,0.099,59.37,Unhealthy
bf1fe357,Wuling Air EV,LFP,26.0,21.0,204.0,15.9,0.94,1.88,Moderate,0.017,83.89,Healthy
,Tesla Model 3,NMC,75.0,79.0,1099.0,40.11,0.8,2.77,Moderate,0.068,68.66,Unhealthy
,Wuling Air EV,,26.0,88.0,1786.0,,0.812,,Aggressive,,61.92,Unhealthy
aefb728e,Ford Mustang Mach-E,NMC,88.0,70.0,1241.0,,0.977,2.96,Aggressive,0.105,44.14,Unhealthy
a6c6a651,Hyundai Ioniq 5,NMC,72.6,108.0,1810.0,48.78,0.934,3.37,Aggressive,0.066,43.79,Unhealthy
,BYD Atto 3,,,30.0,367.0,8.9,0.14,2.23,,0.042,83.3,Healthy
4d7adee3,Wuling Air EV,LFP,26.0,65.0,1626.0,37.21,0.903,2.91,Aggressive,0.12,60.38,Unhealthy
2345f977,BYD Atto 3,LFP,60.0,,761.0,33.5,0.94,2.11,,0.02,87.77,Healthy
9e7cc35e,Wuling Air EV,LFP,26.0,51.0,593.0,28.2,0.64,0.77,Conservative,0.025,94.72,Healthy
8193e5a3,,NMC,88.0,52.0,567.0,20.7,0.17,0.88,Moderate,0.017,95.17,Healthy
221fb8ea,Hyundai Ioniq 5,NMC,72.6,52.0,242.0,22.9,0.04,0.83,Moderate,0.024,89.37,Healthy
c4f8bbda,BYD Atto 3,LFP,60.0,70.0,591.0,22.1,0.76,1.66,Conservative,0.027,95.49,
8c16b974,Ford Mustang Mach-E,,,43.0,268.0,25.3,0.22,1.48,Aggressive,0.02,80.1,Healthy
c16d59dd,Wuling Air EV,LFP,26.0,113.0,1805.0,39.3,0.736,2.86,Aggressive,0.065,47.26,Unhealthy
564fbdee,Hyundai Ioniq 5,NMC,72.6,16.0,73.0,32.6,0.7,2.11,Aggressive,0.037,,Healthy
8c7b8aca,Wuling Air EV,LFP,26.0,97.0,1805.0,40.51,0.765,2.53,Moderate,0.07,62.79,Unhealthy
db915664,Wuling Air EV,LFP,26.0,82.0,1985.0,39.5,0.954,2.25,Aggressive,0.068,58.92,Unhealthy
431ed646,Hyundai Ioniq 5,NMC,72.6,29.0,191.0,18.7,0.37,1.34,Moderate,0.024,96.41,Healthy
6faea712,Ford Mustang Mach-E,NMC,,100.0,1350.0,35.4,0.953,2.64,Moderate,0.092,57.56,Unhealthy
19c28fa8,Ford Mustang Mach-E,NMC,88.0,71.0,882.0,46.63,0.848,2.15,Aggressive,0.071,69.88,Unhealthy
bb602c86,Wuling Air EV,LFP,26.0,85.0,822.0,44.23,0.736,2.85,Aggressive,0.114,50.97,UNHEALTHY
feaadf14,BYD Atto 3,LFP,60.0,23.0,180.0,32.5,0.16,1.21,Conservative,0.036,93.96,Healthy
8e0581df,BYD Atto 3,LFP,60.0,93.0,1983.0,36.54,,,Moderate,0.072,66.82,Unhealthy
f64e43bf,Ford Mustang Mach-E,NMC,88.0,100.0,1951.0,46.34,0.905,2.13,Aggressive,0.066,46.73,Unhealthy
7b878944,,NMC,,28.0,200.0,28.6,0.57,2.22,Moderate,0.017,88.11,Healthy
68da0ce7,BYD Atto 3,LFP,60.0,28.0,417.0,14.0,,1.77,Moderate,0.023,93.56,
93a45297,BYD Atto 3,LFP,60.0,48.0,614.0,28.5,0.73,2.31,Moderate,0.01,97.2,Healthy
68318489,BYD Atto 3,LFP,60.0,24.0,142.0,,0.22,2.12,Aggressive,0.037,,Healthy
3ba0ac4c,Ford Mustang Mach-E,NMC,88.0,,998.0,21.0,,2.09,Aggressive,0.032,95.16,Healthy
19662240,Ford Mustang Mach-E,NMC,88.0,117.0,1416.0,47.71,0.962,2.29,Aggressive,0.073,43.13,Unhealthy
9b70dc26,Hyundai Ioniq 5,NMC,72.6,40.0,560.0,22.4,0.29,1.27,Moderate,0.039,93.69,HEALTHY
9b743306,Hyundai Ioniq 5,NMC,72.6,37.0,424.0,3.6,0.26,2.01,Moderate,0.026,83.03,Healthy
b62c5a6f,Wuling Air EV,,26.0,35.0,461.0,3.0,0.07,1.91,Moderate,0.038,95.0,Healthy
,Ford Mustang Mach-E,NMC,88.0,81.0,1112.0,29.1,0.31,1.96,Moderate,0.033,83.51,Healthy
74b5fd5f,Wuling Air EV,LFP,26.0,52.0,437.0,21.7,0.28,2.49,Moderate,0.01,96.07,Healthy
47cd4c37,Wuling Air EV,LFP,26.0,12.0,77.0,,0.23,1.95,Moderate,0.019,88.26,Healthy
e9309edd,Hyundai Ioniq 5,NMC,72.6,110.0,1659.0,43.14,0.826,3.17,Aggressive,0.113,40.14,Unhealthy
cc1fc0f2,Wuling Air EV,LFP,26.0,2.0,,19.8,0.05,,Moderate,0.027,92.19,Healthy
1dd74b86,BYD Atto 3,LFP,,30.0,187.0,20.6,,2.08,Moderate,0.032,88.95,
d945d687,Ford Mustang Mach-E,NMC,88.0,22.0,182.0,25.3,,1.43,Moderate,0.012,81.69,Healthy
cef50820,Tesla Model 3,NMC,75.0,80.0,985.0,33.0,0.6,1.06,Moderate,0.035,,Healthy
8e681f84,Hyundai Ioniq 5,NMC,72.6,69.0,1297.0,36.99,0.906,3.02,Aggressive,0.095,44.31,Unhealthy
0e5a4c66,BYD Atto 3,LFP,60.0,59.0,351.0,17.9,0.31,1.58,Aggressive,0.029,97.71,Healthy
ca230f3c,BYD Atto 3,LFP,60.0,,447.0,23.9,0.68,0.51,Moderate,0.028,97.29,Healthy
4a804890, Hyundai Ioniq 5 ,NMC,72.6,50.0,,16.9,0.94,,Moderate,0.02,85.77,Healthy
f1ed701a,Wuling Air EV,LFP,26.0,103.0,972.0,,0.808,3.18,Aggressive,0.057,63.31,unhealthy
,BYD Atto 3,LFP,60.0,6.0,67.0,20.9,0.89,1.65,,0.031,97.93,Healthy
06998512,BYD Atto 3,LFP,60.0,82.0,1915.0,44.93,0.726,3.4,Aggressive,0.095,65.85,Unhealthy
 87ba44f8 ,Wuling Air EV,LFP,26.0,96.0,1049.0,36.82,0.743,2.89,Moderate,0.088,69.05,Unhealthy
9ff607e6,Ford Mustang Mach-E,NMC,,64.0,318.0,24.8,0.01,,Moderate,0.011,95.22,Healthy
4ea61304,Ford Mustang Mach-E,,88.0,106.0,1184.0,45.9,0.868,2.45,,0.105,45.87,Unhealthy
01a830ac,BYD Atto 3,LFP,60.0,66.0,853.0,23.1,0.17,0.52,Moderate,0.012,91.0,
ba2fec46,Wuling Air EV,LFP,,3.0,43.0,17.1,0.63,2.11,moderate,0.036,80.72,
605785fb,,NMC,88.0,19.0,282.0,20.6,0.52,1.12,Moderate,0.021,96.23,Healthy
fb334853,wuling air ev,,,82.0,1469.0,45.84,0.866,2.84,Aggressive,0.063,64.74, Unhealthy 
56a62ab6,BYD Atto 3,LFP,,36.0,482.0,24.8,0.22,2.2,Moderate,0.022,90.03,Healthy
e42fb972,Wuling Air EV,LFP,26.0,35.0,303.0,21.0,0.8,1.04,Moderate,,95.63,Healthy
aa42087c,BYD Atto 3,LFP,60.0,117.0,1024.0,43.96,0.764,3.43,Moderate,0.102,59.45,Unhealthy
9ac70e25,Wuling Air EV,LFP,26.0,58.0,612.0,32.9,0.08,0.68,Aggressive,0.026,95.02,Healthy
6bf7eba4,Hyundai Ioniq 5,NMC,72.6,28.0,376.0,29.8,0.76,1.08,Moderate,0.012,94.99,
788182fc,Wuling Air EV,lfp,26.0,83.0,1053.0,14.9,0.98,1.29,Moderate,0.021,92.57,Healthy
273da5b0,BYD Atto 3,LFP,60.0,83.0,652.0,28.5,0.17,1.56,Aggressive,,85.25,Healthy
79abb2d2,Ford Mustang Mach-E,NMC,88.0,71.0,1751.0,45.62,0.958,2.16,Aggressive,0.104,48.39,Unhealthy
62bd44d6,BYD Atto 3,,60.0,99.0,1714.0,,0.888,2.88,Aggressive,0.068,47.86,
350bc513,Ford Mustang Mach-E,NMC,88.0,21.0,309.0,25.1,0.17,2.17,Moderate,,86.05,Healthy
,BYD Atto 3,LFP,60.0,68.0,413.0,32.7,0.77,0.84,Moderate,0.045,85.55,Healthy
d811e12b,Ford Mustang Mach-E,NMC,88.0,77.0,1429.0,38.14,0.868,2.62,Aggressive,0.101,38.83,Unhealthy
93fcfdb2,,NMC,75.0,86.0,464.0,20.7,0.75,,Moderate,0.024,80.36,Healthy
c22a11ad,,LFP,60.0,79.0,473.0,33.5,0.49,0.84,Moderate,0.024,90.49,Healthy
b10a9438,Wuling Air EV,,26.0,,1980.0,35.4,0.861,3.14,Aggressive,0.06,60.9,Unhealthy
2be880ad,Wuling Air EV,LFP,26.0,114.0,1648.0,,0.949,2.54,Aggressive,0.107,42.49,Unhealthy
ed3aa797,Tesla Model 3,NMC,75.0,61.0,1001.0,42.47,0.805,2.63,Aggressive,0.058,48.4,Unhealthy
6a9a261c,Tesla Model 3,NMC,75.0,60.0,813.0,49.02,0.97,2.21,Aggressive,0.066,40.64,Unhealthy
2edf9b0e,Wuling Air EV,LFP,26.0,5.0,65.0,29.7,0.57,2.42,Moderate,0.028,92.58,Healthy
7204ffa4,Ford Mustang Mach-E,NMC,88.0,37.0,,26.5,0.76,0.59,Conservative,0.017,95.37,Healthy
eb682298,Wuling Air EV,LFP,26.0,81.0,563.0,23.8,0.52,0.73,Moderate,,82.52,Healthy
7d43a8e3,Hyundai Ioniq 5,NMC,72.6,70.0,370.0,21.3,0.0,0.91,Aggressive,0.03,89.8,Healthy
b5684a99,BYD Atto 3,LFP,60.0,101.0,1356.0,46.98,0.93,2.27,Moderate,0.113,64.5,Unhealthy
117c7d45,Tesla Model 3,NMC,75.0,64.0,1191.0,38.43,0.836,2.79,Moderate,0.094,54.99,Unhealthy
,Tesla Model 3,NMC,75.0,108.0,1107.0,47.9,0.887,2.3,Aggressive,0.111,43.4,Unhealthy
8ecaee63,,NMC,88.0,113.0,1212.0,37.95,0.916,2.51,Aggressive,0.118,45.98,Unhealthy
195a71d6,Tesla Model 3,NMC,75.0,74.0,872.0,29.0,0.91,1.17,Moderate,0.017,80.14,Healthy
b4180ae3,Hyundai Ioniq 5,NMC,,34.0,251.0,9.4,0.06,0.7,Moderate,0.038,81.71,Healthy
eb8a5597,Hyundai Ioniq 5,NMC,72.6,117.0,849.0,44.57,0.837,2.93,Aggressive,0.068,36.83,Unhealthy
8bc74751,Byd Atto 3, LFP ,60.0,116.0,1492.0,46.13,0.797,2.46,Aggressive,0.077,62.13,Unhealthy
13efd661,Tesla Model 3,NMC,75.0,106.0,1783.0,41.45,0.859,2.85,,0.074,53.38,
1f0a1666,,NMC,75.0,71.0,,20.9,0.62,2.3,Moderate,0.011,80.98,
a8ea5ddb,Tesla Model 3,NMC,,37.0,386.0,12.0,0.33,,Aggressive,0.044,93.06,Healthy
bc1b075a,Hyundai Ioniq 5,NMC,72.6,23.0,147.0,16.3,0.63,0.93,,0.04,,Healthy
a45a8de2,Wuling Air EV,LFP,26.0,61.0,1375.0,,0.995,,Aggressive,0.095,35.92,Unhealthy
42c27d62,,NMC,75.0,54.0,527.0,21.8,0.89,1.08,Conservative,0.03,92.9,Healthy
b0b201d2,Hyundai Ioniq 5,NMC,72.6,60.0,440.0,30.5,,,Moderate,0.014,84.49,Healthy
6e5e4f17,Hyundai Ioniq 5,NMC,72.6,75.0,520.0,32.9,0.61,,Moderate,0.018,95.8,Healthy
9e7294ec,Wuling Air EV,LFP,26.0,48.0,384.0,22.1,0.85,2.33,Moderate,0.02,94.64,Healthy
f85cf201,BYD Atto 3,LFP,60.0,93.0,1904.0,38.35,0.746,2.58,,0.075,44.62,Unhealthy
680ec6cc,Wuling Air EV,,26.0,84.0,1263.0,47.78,0.89,2.02,Moderate,0.087,56.05,Unhealthy
1362528e,BYD Atto 3,LFP,60.0,72.0,1580.0,40.58,0.74,3.29,Aggressive,0.115,47.88,Unhealthy
b69aa565,Hyundai Ioniq 5,NMC,72.6,74.0,1178.0,35.13,0.848,2.81,Aggressive,0.076,67.22,Unhealthy
bdd1665c,Hyundai Ioniq 5,NMC,72.6,109.0,1077.0,40.36,0.983,2.05,,0.083,45.63,Unhealthy
71461c23,Tesla Model 3,NMC,75.0,83.0,612.0,18.9,0.21,0.65,Aggressive,0.018,,Healthy
a89dfe3b,Ford Mustang Mach-E,NMC,88.0,11.0,155.0,18.2,0.22,0.56,Moderate,0.027,95.91,Healthy
d45bfa1f,Hyundai Ioniq 5,NMC,72.6,,1304.0,43.55,0.73,,Aggressive,0.108,37.8,Unhealthy
f6c29175,Ford Mustang Mach-E,NMC,88.0,109.0,1962.0,39.72,0.828,2.51,Aggressive,0.115,48.13,Unhealthy
cd596ca0,TESLA MODEL 3,,75.0,73.0,909.0,48.48,0.932,2.91,Aggressive,0.053,40.11,Unhealthy
d68edf63,Ford Mustang Mach-E,NMC,,64.0,1733.0,44.64,0.727,2.01,Aggressive,0.092,46.1,Unhealthy
6b0de76e,Hyundai Ioniq 5,NMC,72.6,6.0,88.0,23.1,0.83,1.73,Moderate,0.043,96.8,Healthy
3a4b1029,Hyundai Ioniq 5,NMC,72.6,101.0,1809.0,41.13,0.91,3.46,Aggressive,0.09,49.51,Unhealthy
a3ec6f97,Ford Mustang Mach-E,NMC,88.0,88.0,1180.0,33.5,0.36,1.05,Conservative,0.026,95.46,Healthy
c95c6494,Wuling Air EV,LFP,26.0,94.0,1447.0,35.44,0.751,2.95,Moderate,0.052,55.74,Unhealthy
ed2e9815,Hyundai Ioniq 5,NMC,72.6,119.0,823.0,39.74,0.71,2.14,Moderate,0.096,50.55, Unhealthy 
aa22e60c,Hyundai Ioniq 5,NMC,72.6,90.0,743.0,29.4,,0.84,Moderate,0.033,,Healthy
81e2dcf0,BYD Atto 3,LFP,60.0,2.0,,27.4,0.84,1.6,Conservative,0.034,83.06,Healthy
41395e09,BYD Atto 3,,,86.0,1275.0,23.5,0.82,0.54,Conservative,0.041,84.89,Healthy
17ce6d31,BYD Atto 3,LFP,60.0,87.0,699.0,15.6,0.63,2.03, Conservative ,0.011,83.83,Healthy
ab0bf9c2,Wuling Air EV,LFP,26.0,85.0,1409.0,48.47,0.986,2.87,,0.105,40.72,Unhealthy
79772eb2,WULING AIR EV,LFP,,66.0,448.0,25.2,,2.42,Moderate,0.024,90.86,Healthy
7779c041,Tesla Model 3,NMC,75.0,65.0,1357.0,49.51,0.869,2.83,Aggressive,0.096,45.83,Unhealthy
50f3c102,Hyundai Ioniq 5,NMC,72.6,41.0,385.0,29.2,0.41,0.52,Conservative,0.037,89.07, Healthy 
6b4f6866,Hyundai Ioniq 5,NMC,72.6,107.0,916.0,45.95,0.728,2.35,Moderate,0.09,54.0,Unhealthy
c3b5ddbd,Wuling Air EV,LFP,26.0,79.0,1302.0,49.28,0.812,3.38,,0.115,41.03,Unhealthy
d088291d,Hyundai Ioniq 5,NMC,72.6,25.0,119.0,24.7,,1.02,Moderate,0.039,95.61,Healthy
3fe31e07,Hyundai Ioniq 5,NMC,72.6,67.0,603.0,27.0,0.49,1.02,Moderate,0.042,,Healthy
